Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Generation Charge,Transmission Charge,Transmission Charge,Distribution Charge,Distribution Charge,Supply Charge,Supply Charge,Metering Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Lifeline Discount,Special Discount,Power Factor Adj,Power Factor Adj,Supply Period,Supply Period Start,Supply Period End,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,For Lifeline: Applicable Discounts,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,kWh Attributable,kW Attributable
Unit,,,,,,,per kWh,per kWh,per kW,per kWh,per kW,per kWh,per cust/mo,per kWh,per cust/mo,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,%,Penalty,Disc,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,%,per kWh,per kWh,per kWh,,
605,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,4.9322,,301.3800,0.0513,182.66,,"3,505.46",,"3,525.12",0.1851,,0.0000,,0.0983,0.0703,0.0001,,3%,1.4%,0.7%,Aug-2021,07-26-2021,08-25-2021,,(0.0789),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,0.48040000000000005,0.0
606,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,4.9322,,301.3800,0.0513,182.66,,"12,726.30",,"12,075.11",0.1851,,0.0000,,0.0983,0.0703,0.0001,,3%,1.4%,0.7%,Aug-2021,07-26-2021,08-25-2021,,(0.0789),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,0.48040000000000005,0.0
607,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,4.9322,,271.1300,0.0513,143.32,,"3,505.46",,"3,525.12",0.0825,,0.0000,,0.0983,0.0703,0.0001,,3%,1.4%,0.7%,Aug-2021,07-26-2021,08-25-2021,,(0.0789),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,0.3778000000000001,0.0
608,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,4.9322,,271.1300,0.0513,143.32,,"12,726.30",,"12,075.11",0.0825,,0.0000,,0.0983,0.0703,0.0001,,3%,1.4%,0.7%,Aug-2021,07-26-2021,08-25-2021,,(0.0789),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,0.3778000000000001,0.0
609,GHMSCI,GHMSCI,,,,,4.9322,0.8428,,0.8667,,,278.59,,278.46,0.3734,,0.0000,,0.0983,0.0703,0.0001,,,,,Aug-2021,07-26-2021,08-25-2021,,(0.1165),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,0.6311,0.0
610,FLAT STREETLIGHTS,Per kWh,,,,,4.9322,0.7503,,2.0082,,0.6495,,,,0.3734,,0.0000,,0.0983,0.0703,0.0001,,,,,Aug-2021,07-26-2021,08-25-2021,,(0.2870),0.0066,0.1544,0.0017,0.0428,,,,,,,,,,,,1.1101,0.0
611,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,207.15,31.51,,84.34,,27.28,,,,15.68,,0.0000,,4.13,2.95,0.0042,,,,,Aug-2021,07-26-2021,08-25-2021,,(12.05),0.2772,6.48,0.07,1.80,,,,,,,,,,,,46.6214,0.0
612,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,330.46,50.27,,134.55,,43.52,,,,25.02,,0.0000,,6.59,4.71,0.0067,,,,,Aug-2021,07-26-2021,08-25-2021,,(19.23),0.4422,10.34,0.11,2.87,,,,,,,,,,,,74.3789,0.0
613,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,552.41,84.03,,224.92,,72.74,,,,41.82,,0.0000,,11.01,7.87,0.0112,,,,,Aug-2021,07-26-2021,08-25-2021,,(32.14),0.7392,17.29,0.19,4.79,,,,,,,,,,,,124.3204,0.0
614,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,858.20,130.55,,349.43,,113.01,,,,64.97,,0.0000,,17.10,12.23,0.0174,,,,,Aug-2021,07-26-2021,08-25-2021,,(49.94),1.1484,26.87,0.30,7.45,,,,,,,,,,,,193.1558,0.0
615,Residential,0 TO 20 KWH,,,0.0,20,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,,,100.00%,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,-0.07159999999999989,0.0
616,Residential,21 TO 50 KWH,,,21.0,50,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,,,50.00%,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,-0.07159999999999989,0.0
617,Residential,51 TO 70 KWH,,,51.0,70,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,,,35.00%,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,-0.07159999999999989,0.0
618,Residential,71 TO 100 KWH,,,71.0,100,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,,,20.00%,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,-0.07159999999999989,0.0
619,Residential,101 TO 200 KWH,,,101.0,200,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.004600000000000104,0.0
620,Residential,201 TO 300 KWH,,,201.0,300,6.5812,0.8787,,1.2908,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.004600000000000104,0.0
621,Residential,301 TO 400 KWH,,,301.0,400,6.5812,0.8787,,1.5837,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.004600000000000104,0.0
622,Residential,OVER 400 KWH,,,400.0,,6.5812,0.8787,,2.0941,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,(0.0021),,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.004600000000000104,0.0
623,General Service A,0 TO 200 KWH,,,0.0,200,6.5812,0.8787,,0.9803,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,5%,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.006700000000000095,0.0
624,General Service A,201 TO 300 KWH,,,201.0,300,6.5812,0.8787,,1.2908,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,5%,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.006700000000000095,0.0
625,General Service A,301 TO 400 KWH,,,301.0,400,6.5812,0.8787,,1.5837,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,5%,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.006700000000000095,0.0
626,General Service A,OVER 400 KWH,,,400.0,,6.5812,0.8787,,2.0941,,0.4979,16.38,0.3350,5.00,0.5946,,0.0000,,0.0983,0.0761,0.0001,,5%,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.2761),(0.1923),(0.4669),(0.8656),,,,,,,0.006700000000000095,0.0
627,General Service B,General Service B,5.0,40.0,,,6.5812,,276.3600,0.1339,232.20,,363.73,,354.78,0.5946,,0.0000,,0.0983,0.0761,0.0001,,3%,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.1811),(0.1262),(0.3063),(0.5678),,,,,,,-0.20669999999999994,0.0
628,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,6.5812,,304.7600,0.1339,232.20,,827.54,,831.72,0.5946,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.4602000000000001,0.0
629,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,6.5812,,304.7600,0.1339,232.20,,"3,432.33",,"3,451.57",0.5946,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.4602000000000001,0.0
630,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,6.5812,,304.7600,0.1339,232.20,,"12,460.82",,"11,823.21",0.5946,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.4602000000000001,0.0
631,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,6.5812,,325.8800,0.0502,178.85,,827.54,,831.72,0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
632,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,6.5812,,325.8800,0.0502,178.85,,"3,432.33",,"3,451.57",0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
633,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,6.5812,,325.8800,0.0502,178.85,,"12,460.82",,"11,823.21",0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
634,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,6.5812,,355.7300,0.0502,178.85,,827.54,,831.72,0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
635,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,6.5812,,355.7300,0.0502,178.85,,"3,432.33",,"3,451.57",0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
636,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,6.5812,,355.7300,0.0502,178.85,,"12,460.82",,"11,823.21",0.2628,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,0.12840000000000004,0.0
637,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,6.5812,,382.6600,0.0502,140.12,,"3,432.33",,"3,451.57",0.1204,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,-0.013999999999999957,0.0
638,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,6.5812,,382.6600,0.0502,140.12,,"12,460.82",,"11,823.21",0.1204,,0.0000,,0.0983,0.0761,0.0001,,3%,1.4%,0.7%,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.0789),(0.0549),(0.1334),(0.2473),,,,,,,-0.013999999999999957,0.0
639,GHMSCI,GHMSCI,,,,,6.5812,0.9967,,0.8487,,,272.78,,272.64,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,(0.1165),(0.0812),(0.1971),(0.3654),,,,,,,0.21450000000000002,0.0
640,FLAT STREETLIGHTS,Per kWh,,,,,6.5812,0.8977,,1.9663,,0.6359,,,,0.5946,,0.0000,,0.0983,0.0761,0.0001,,,,,Aug-2022,07-26-2022,08-25-2022,,,0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,,1.6106,0.0
641,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,276.41,37.70,,82.58,,26.71,,,,24.97,,0.00,,4.13,3.20,0.0042,,,,,Aug-2022,07-26-2022,08-25-2022,,,0.28,6.48,0.07,1.80,,(12.05),(8.40),(20.38),(37.79),,,,,,,-10.9758,0.0
642,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,440.94,60.15,,131.74,,42.61,,,,39.84,,0.00,,6.59,5.10,0.0067,,,,,Aug-2022,07-26-2022,08-25-2022,,,0.45,10.34,0.11,2.87,,(19.23),(13.39),(32.52),(60.29),,,,,,,-17.513299999999994,0.0
643,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,737.09,100.54,,220.23,,71.22,,,,66.60,,0.00,,11.01,8.52,0.0112,,,,,Aug-2022,07-26-2022,08-25-2022,,,0.75,17.29,0.19,4.79,,(32.14),(22.39),(54.35),(100.78),,,,,,,-29.278800000000004,0.0
644,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,"1,145.13",156.20,,342.14,,110.65,,,,103.46,,0.00,,17.10,13.24,0.0174,,,,,Aug-2022,07-26-2022,08-25-2022,,,1.17,26.87,0.30,7.45,,(49.94),(34.78),(84.44),(156.57),,,,,,,-45.472599999999986,0.0
645,Residential,0 TO 20 KWH,,,0.0,20,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,100.00%,,,,1.7185000000000001,0.0
646,Residential,21 TO 50 KWH,,,21.0,50,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,50.00%,,,,1.7185000000000001,0.0
647,Residential,51 TO 70 KWH,,,51.0,70,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,35.00%,,,,1.7185000000000001,0.0
648,Residential,71 TO 100 KWH,,,71.0,100,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,20.00%,,,,1.7185000000000001,0.0
649,Residential,101 TO 200 KWH,,,101.0,200,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
650,Residential,201 TO 300 KWH,,,201.0,300,6.3929,0.5625,,1.2908,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
651,Residential,301 TO 400 KWH,,,301.0,400,6.3929,0.5625,,1.5837,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
652,Residential,OVER 400 KWH,,,400.0,,6.3929,0.5625,,2.0941,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
653,General Service A,0 TO 200 KWH,,,0.0,200,6.3929,0.5625,,0.9803,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
654,General Service A,201 TO 300 KWH,,,201.0,300,6.3929,0.5625,,1.2908,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
655,General Service A,301 TO 400 KWH,,,301.0,400,6.3929,0.5625,,1.5837,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
656,General Service A,OVER 400 KWH,,,400.0,,6.3929,0.5625,,2.0941,,0.4979,16.38,0.3350,5.00,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,1.7185000000000001,0.0
657,General Service B,General Service B,5.0,40.0,,,6.3929,,180.4100,0.1339,232.20,,363.73,,354.78,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.8855999999999999,0.0
658,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,6.3929,,194.8300,0.1339,232.20,,827.54,,831.72,0.5515,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.8855999999999999,0.0
659,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,6.3929,,194.8300,0.1339,232.20,,"3,432.33",,"3,451.57",0.5515,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.8855999999999999,0.0
660,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,6.3929,,194.8300,0.1339,232.20,,"12,460.82",,"11,823.21",0.5515,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.8855999999999999,0.0
661,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,6.3929,,203.7600,0.0502,178.85,,827.54,,831.72,0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
662,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,6.3929,,203.7600,0.0502,178.85,,"3,432.33",,"3,451.57",0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
663,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,6.3929,,203.7600,0.0502,178.85,,"12,460.82",,"11,823.21",0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
664,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,6.3929,,221.0700,0.0502,178.85,,827.54,,831.72,0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
665,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,6.3929,,221.0700,0.0502,178.85,,"3,432.33",,"3,451.57",0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
666,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,6.3929,,221.0700,0.0502,178.85,,"12,460.82",,"11,823.21",0.2222,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.5563,0.0
667,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,6.3929,,217.3100,0.0502,140.12,,"3,432.33",,"3,451.57",0.1010,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.4351,0.0
668,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,6.3929,,217.3100,0.0502,140.12,,"12,460.82",,"11,823.21",0.1010,,0.0000,,0.0000,,0.0001,,,1.4%,0.7%,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.4351,0.0
669,GHMSCI,GHMSCI,,,,,6.3929,0.6531,,0.8487,,,272.78,,272.64,0.5515,,0.0000,,0.0000,,0.0001,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.0063,0.2216,0.0017,0.0428,,,,,,,0.0616,,,,,0.8855999999999999,0.0
670,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,268.50,24.20,,82.58,,26.71,,,,23.16,,0.00,,0.00,,0.0042,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.26,9.31,0.07,1.80,,,,,,,2.59,,,,,63.90420000000001,0.0
671,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,428.32,38.60,,131.74,,42.61,,,,36.95,,0.00,,0.00,,0.0067,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.42,14.85,0.11,2.87,,,,,,,4.13,,,,,101.94670000000002,0.0
672,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,716.00,64.52,,220.23,,71.22,,,,61.77,,0.00,,0.00,,0.0112,,,,,Aug-2023,07-26-2023,08-25-2023,,,0.71,24.82,0.19,4.79,,,,,,,6.90,,,,,170.4112,0.0
673,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,"1,112.36",100.24,,342.14,,110.65,,,,95.96,,0.00,,0.00,,0.0174,,,,,Aug-2023,07-26-2023,08-25-2023,,,1.10,38.56,0.30,7.45,,,,,,,10.72,,,,,264.7574,0.0
674,Residential,0 TO 20 KWH,,,0.0,20,5.4817,0.8590,,1.1945,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,,,100.00%,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.7774999999999999,0.0
675,Residential,21 TO 50 KWH,,,21.0,50,5.4817,0.8590,,1.1945,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,,,50.00%,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.7774999999999999,0.0
676,Residential,51 TO 70 KWH,,,51.0,70,5.4817,0.8590,,1.1945,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,,,35.00%,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.7774999999999999,0.0
677,Residential,71 TO 100 KWH,,,71.0,100,5.4817,0.8590,,1.1945,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,,,20.00%,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.7774999999999999,0.0
678,Residential,101 TO 200 KWH,,,101.0,200,5.4817,0.8590,,1.1945,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,0.1331,0.0001,,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.9107,0.0
679,Residential,201 TO 300 KWH,,,201.0,300,5.4817,0.8590,,1.5518,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,0.1331,0.0001,,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.9107,0.0
680,Residential,301 TO 400 KWH,,,301.0,400,5.4817,0.8590,,1.8890,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,0.1331,0.0001,,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.9107,0.0
681,Residential,OVER 400 KWH,,,400.0,,5.4817,0.8590,,2.4763,,0.5950,19.57,0.4003,5.00,0.6228,0.1163,0.0025,,,0.1331,0.0001,,,,,Dec-2012,11-26-2012,12-25-2012,(0.0011),,,,,,,,,,,0.0103,,,,0.0314,,1.9107,0.0
