Charge,Customer Class,Customer Subclass,Lower Limit Demand,Upper Limit Demand,Lower Limit Consumption,Upper Limit Consumption,Supply Period,Supply Period Start,Supply Period End,kWh Attributable,kW Attributable,Generation Charge,Transmission Charge,Distribution Charge,Supply Charge,Metering Charge,System Loss Charge,UC-ME,UC-EC,UC-SCC,Fit-All (Renewable),Lifeline Rate Subsidy,Senior Citizen Subsidy,Power Act Reduction,Distribution Rate True-Up,Current RPT Charge,UC-ME for (NPC-SPUG),UC-ME for (RED-CI),UC-SD,Prev. Mos' Adj on Gen Cost,Dist Rate True-Up 1,Dist Rate True-Up 2,Dist Rate True-Up 3,Dist Rate True-Up 4,Cross Subsidy Charge,For Non-lifeline: Lifeline Subsidy,Current RPT,Prev. Mos' Adj on Gen,Reset Cost Adjustment,Total per kWh,Transmission Charge,Distribution Charge,Total per kW,Supply Charge,Metering Charge,Total per cust/mo,Lifeline Discount,Special Discount,For Lifeline: Applicable Discounts,Total %,Power Factor Adj,Power Factor Adj
Unit,,,,,,,,,,,,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,per kWh,,per kW,per kW,,per cust/mo,per cust/mo,,%,%,%,,Penalty,Disc
963,FLAT STREETLIGHTS,Per kWh,,,,,Dec-21,11-26-21,12-25-21,1.2204,0.0,5.5343,0.7279,2.0082,0.6495,,0.4780,,0.0000,,0.0983,0.0759,0.0001,,(0.2870),0.0067,0.1544,0.0017,0.0428,,,,,,,,,,,3.9565,,,0.0,,,0.0,,,,0.0,,
964,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Dec-21,11-26-21,12-25-21,51.2656,0.0,232.44,30.57,84.34,27.28,,20.08,,0.0000,,4.13,3.19,0.0042,,(12.05),0.2814,6.48,0.07,1.80,,,,,,,,,,,166.1756,,,0.0,,,0.0,,,,0.0,,
965,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Dec-21,11-26-21,12-25-21,81.7756,0.0,370.80,48.77,134.55,43.52,,32.03,,0.0000,,6.59,5.09,0.0067,,(19.23),0.4489,10.34,0.11,2.87,,,,,,,,,,,265.0956,,,0.0,,,0.0,,,,0.0,,
966,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Dec-21,11-26-21,12-25-21,136.6816,0.0,619.84,81.52,224.92,72.74,,53.54,,0.0000,,11.01,8.50,0.0112,,(32.14),0.7504,17.29,0.19,4.79,,,,,,,,,,,443.1216,,,0.0,,,0.0,,,,0.0,,
967,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Dec-21,11-26-21,12-25-21,212.35320000000002,0.0,962.97,126.65,349.43,113.01,,83.17,,0.0000,,17.10,13.21,0.0174,,(49.94),1.1658,26.87,0.30,7.45,,,,,,,,,,,688.4331999999998,,,0.0,,,0.0,,,,0.0,,
968,Residential,0 TO 20 KWH,,,0.0,20,Dec-22,11-26-22,12-25-22,0.33410000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,,,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2108,,,0.0,16.38,5.00,21.38,100.00%,,,100.0,,
969,Residential,21 TO 50 KWH,,,21.0,50,Dec-22,11-26-22,12-25-22,0.33410000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,,,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2108,,,0.0,16.38,5.00,21.38,50.00%,,,50.0,,
970,Residential,51 TO 70 KWH,,,51.0,70,Dec-22,11-26-22,12-25-22,0.33410000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,,,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2108,,,0.0,16.38,5.00,21.38,35.00%,,,35.0,,
971,Residential,71 TO 100 KWH,,,71.0,100,Dec-22,11-26-22,12-25-22,0.33410000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,,,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2108,,,0.0,16.38,5.00,21.38,20.00%,,,20.0,,
972,Residential,101 TO 200 KWH,,,101.0,200,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2954999999999997,,,0.0,16.38,5.00,21.38,,,,0.0,,
973,Residential,201 TO 300 KWH,,,201.0,300,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,1.2908,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.606,,,0.0,16.38,5.00,21.38,,,,0.0,,
974,Residential,301 TO 400 KWH,,,301.0,400,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,1.5837,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.8989000000000003,,,0.0,16.38,5.00,21.38,,,,0.0,,
975,Residential,OVER 400 KWH,,,400.0,,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,2.0941,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,3.4093,,,0.0,16.38,5.00,21.38,,,,0.0,,
976,General Service A,0 TO 200 KWH,,,0.0,200,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,0.9803,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.2954999999999997,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
977,General Service A,201 TO 300 KWH,,,201.0,300,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,1.2908,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.606,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
978,General Service A,301 TO 400 KWH,,,301.0,400,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,1.5837,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,2.8989000000000003,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
979,General Service A,OVER 400 KWH,,,400.0,,Dec-22,11-26-22,12-25-22,0.41880000000000006,0.0,6.7975,0.8964,2.0941,0.4979,0.3350,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.2761),(0.1923),0.0000,(0.8656),,,,,,3.4093,,,0.0,16.38,5.00,21.38,,5%,,5.0,,
980,General Service B,General Service B,5.0,40.0,,,Dec-22,11-26-22,12-25-22,0.04480000000000006,0.0,6.7975,,0.1339,,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.1811),(0.1262),0.0000,(0.5678),,,,,,0.17870000000000003,270.2300,232.20,502.43,363.73,354.78,718.51,,3%,,3.0,,
981,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Dec-22,11-26-22,12-25-22,0.5388000000000001,0.0,6.7975,,0.1339,,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.6727000000000001,300.7500,232.20,532.95,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
982,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Dec-22,11-26-22,12-25-22,0.5388000000000001,0.0,6.7975,,0.1339,,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.6727000000000001,300.7500,232.20,532.95,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
983,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Dec-22,11-26-22,12-25-22,0.5388000000000001,0.0,6.7975,,0.1339,,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.6727000000000001,300.7500,232.20,532.95,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
984,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,327.2600,178.85,506.11,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
985,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,327.2600,178.85,506.11,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
986,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,327.2600,178.85,506.11,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
987,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,363.6400,178.85,542.49,827.54,831.72,1659.26,,3%,,3.0,1.4%,0.7%
988,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,363.6400,178.85,542.49,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
989,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Dec-22,11-26-22,12-25-22,0.17660000000000003,0.0,6.7975,,0.0502,,,0.2434,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.22680000000000003,363.6400,178.85,542.49,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
990,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Dec-22,11-26-22,12-25-22,0.050500000000000045,0.0,6.7975,,0.0502,,,0.1173,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.10070000000000003,365.2100,140.12,505.33,"3,432.33","3,451.57",0.0,,3%,,3.0,1.4%,0.7%
991,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Dec-22,11-26-22,12-25-22,0.050500000000000045,0.0,6.7975,,0.0502,,,0.1173,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.0789),(0.0549),0.0000,(0.2473),,,,,,0.10070000000000003,365.2100,140.12,505.33,"12,460.82","11,823.21",0.0,,3%,,3.0,1.4%,0.7%
992,GHMSCI,GHMSCI,,,,,Dec-22,11-26-22,12-25-22,0.3568,0.0,6.7975,0.9962,0.8487,,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,(0.1165),(0.0812),0.0000,(0.3654),,,,,,2.2016999999999998,,,0.0,272.78,272.64,545.42,,,,0.0,,
993,FLAT STREETLIGHTS,Per kWh,,,,,Dec-22,11-26-22,12-25-22,1.5558,0.0,6.7975,0.9144,1.9663,0.6359,,0.6056,,0.0000,,0.0000,0.0846,0.0001,,,0.0068,0.1783,0.0017,0.0428,,,,,,,,,,,4.4365,,,0.0,,,0.0,,,,0.0,,
994,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Dec-22,11-26-22,12-25-22,7.114200000000002,0.0,285.50,38.40,82.58,26.71,,25.44,,0.00,,0.00,3.55,0.0042,,,0.29,7.49,0.07,1.80,,-12.05,-8.40,0.00,-37.79,,,,,,128.09419999999997,,,0.0,,,0.0,,,,0.0,,
995,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Dec-22,11-26-22,12-25-22,11.346699999999998,0.0,455.43,61.26,131.74,42.61,,40.58,,0.00,,0.00,5.67,0.0067,,,0.46,11.95,0.11,2.87,,-19.23,-13.39,0.00,-60.29,,,,,,204.3467,,,0.0,,,0.0,,,,0.0,,
996,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Dec-22,11-26-22,12-25-22,18.941200000000002,0.0,761.32,102.41,220.23,71.22,,67.83,,0.00,,0.00,9.48,0.0112,,,0.76,19.97,0.19,4.79,,-32.14,-22.39,0.00,-100.78,,,,,,341.58119999999997,,,0.0,,,0.0,,,,0.0,,
997,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Dec-22,11-26-22,12-25-22,29.417400000000022,0.0,"1,182.77",159.11,342.14,110.65,,105.37,,0.00,,0.00,14.72,0.0174,,,1.18,31.02,0.30,7.45,,-49.94,-34.78,0.00,-156.57,,,,,,530.6674000000002,,,0.0,,,0.0,,,,0.0,,
998,Residential,0 TO 20 KWH,,,0.0,20,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,100.00%,100.0,,
999,Residential,21 TO 50 KWH,,,21.0,50,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,50.00%,50.0,,
1000,Residential,51 TO 70 KWH,,,51.0,70,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,35.00%,35.0,,
1001,Residential,71 TO 100 KWH,,,71.0,100,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,20.00%,20.0,,
1002,Residential,101 TO 200 KWH,,,101.0,200,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,,0.0,,
1003,Residential,201 TO 300 KWH,,,201.0,300,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,1.2908,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.749,,,0.0,16.38,5.00,21.38,,,,0.0,,
1004,Residential,301 TO 400 KWH,,,301.0,400,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,1.5837,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,4.0419,,,0.0,16.38,5.00,21.38,,,,0.0,,
1005,Residential,OVER 400 KWH,,,400.0,,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,2.0941,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,4.552300000000001,,,0.0,16.38,5.00,21.38,,,,0.0,,
1006,General Service A,0 TO 200 KWH,,,0.0,200,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,0.9803,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.4385,,,0.0,16.38,5.00,21.38,,,,0.0,,
1007,General Service A,201 TO 300 KWH,,,201.0,300,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,1.2908,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,3.749,,,0.0,16.38,5.00,21.38,,,,0.0,,
1008,General Service A,301 TO 400 KWH,,,301.0,400,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,1.5837,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,4.0419,,,0.0,16.38,5.00,21.38,,,,0.0,,
1009,General Service A,OVER 400 KWH,,,400.0,,Dec-23,11-26-23,12-25-23,1.7567,0.0,6.5332,0.7015,2.0941,0.4979,0.3350,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,4.552300000000001,,,0.0,16.38,5.00,21.38,,,,0.0,,
1010,General Service B,General Service B,5.0,40.0,,,Dec-23,11-26-23,12-25-23,0.9238,0.0,6.5332,,0.1339,,,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,1.0577,211.3900,232.20,443.59,363.73,354.78,718.51,,,,0.0,,
1011,General Power (GP) Secondary,MEDIUM SECONDARY,40.0,200.0,,,Dec-23,11-26-23,12-25-23,0.9238,0.0,6.5332,,0.1339,,,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,1.0577,233.4300,232.20,465.63,827.54,831.72,1659.26,,,,0.0,1.4%,0.7%
1012,General Power (GP) Secondary,LARGE SECONDARY,200.0,750.0,,,Dec-23,11-26-23,12-25-23,0.9238,0.0,6.5332,,0.1339,,,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,1.0577,233.4300,232.20,465.63,"3,432.33","3,451.57",0.0,,,,0.0,1.4%,0.7%
1013,General Power (GP) Secondary,VERY LARGE SECONDARY,750.0,10000.0,,,Dec-23,11-26-23,12-25-23,0.9238,0.0,6.5332,,0.1339,,,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,1.0577,233.4300,232.20,465.63,"12,460.82","11,823.21",0.0,,,,0.0,1.4%,0.7%
1014,GP 13.8 KV and below,MEDIUM 13.8 KV AND BELOW,40.0,200.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,248.0200,178.85,426.87,827.54,831.72,1659.26,,,,0.0,1.4%,0.7%
1015,GP 13.8 KV and below,LARGE 13.8 KV AND BELOW,200.0,750.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,248.0200,178.85,426.87,"3,432.33","3,451.57",0.0,,,,0.0,1.4%,0.7%
1016,GP 13.8 KV and below,VERY LARGE 13.8 KV AND BELOW,750.0,10000.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,248.0200,178.85,426.87,"12,460.82","11,823.21",0.0,,,,0.0,1.4%,0.7%
1017,GP 34.5 KV,MEDIUM 34.5 KV,40.0,200.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,280.8000,178.85,459.65,827.54,831.72,1659.26,,,,0.0,1.4%,0.7%
1018,GP 34.5 KV,LARGE 34.5 KV,200.0,750.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,280.8000,178.85,459.65,"3,432.33","3,451.57",0.0,,,,0.0,1.4%,0.7%
1019,GP 34.5 KV,VERY LARGE AND EXTRA LARGE 34.5 KV,750.0,10000.0,,,Dec-23,11-26-23,12-25-23,0.5815,0.0,6.5332,,0.0502,,,0.2323,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.6316999999999999,280.8000,178.85,459.65,"12,460.82","11,823.21",0.0,,,,0.0,1.4%,0.7%
1020,GP 115 KV / 69 KV,LARGE 115 KV/69 KV,200.0,750.0,,,Dec-23,11-26-23,12-25-23,0.4581,0.0,6.5332,,0.0502,,,0.1089,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.5083,285.7400,140.12,425.86,"3,432.33","3,451.57",0.0,,,,0.0,1.4%,0.7%
1021,GP 115 KV / 69 KV,VERY LARGE AND EXTRA LARGE 115 KV/69 KV,750.0,10000.0,,,Dec-23,11-26-23,12-25-23,0.4581,0.0,6.5332,,0.0502,,,0.1089,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,0.5083,285.7400,140.12,425.86,"12,460.82","11,823.21",0.0,,,,0.0,1.4%,0.7%
1022,GHMSCI,GHMSCI,,,,,Dec-23,11-26-23,12-25-23,0.9238,0.0,6.5332,0.7804,0.8487,,,0.5746,,0.0000,,0.0000,,0.0001,,,0.0063,0.2238,0.0017,0.0428,,,,,,,0.0745,,,,2.5529,,,0.0,272.78,272.64,545.42,,,,0.0,,
1023,FLAT STREETLIGHTS,"125 W Mercury, 70 W HPS(or equivalent)",,,,,Dec-23,11-26-23,12-25-23,65.50420000000001,0.0,274.39,30.05,82.58,26.71,,24.13,,0.00,,0.00,,0.0042,,,0.26,9.40,0.07,1.80,,,,,,,3.13,,,,178.13420000000002,,,0.0,,,0.0,,,,0.0,,
1024,FLAT STREETLIGHTS,"250 W Mercury, 150 W HPS(or equivalent)",,,,,Dec-23,11-26-23,12-25-23,104.4967,0.0,437.72,47.93,131.74,42.61,,38.50,,0.00,,0.00,,0.0067,,,0.42,14.99,0.11,2.87,,,,,,,4.99,,,,284.16670000000005,,,0.0,,,0.0,,,,0.0,,
1025,FLAT STREETLIGHTS,"400 W Mercury, 250 W HPS(or equivalent)",,,,,Dec-23,11-26-23,12-25-23,174.69119999999998,0.0,731.72,80.12,220.23,71.22,,64.36,,0.00,,0.00,,0.0112,,,0.71,25.07,0.19,4.79,,,,,,,8.34,,,,475.0412,,,0.0,,,0.0,,,,0.0,,
1026,FLAT STREETLIGHTS,400 W HPS(or equivalent),,,,,Dec-23,11-26-23,12-25-23,271.3974,0.0,"1,136.78",124.48,342.14,110.65,,99.98,,0.00,,0.00,,0.0174,,,1.10,38.94,0.30,7.45,,,,,,,12.96,,,,738.0174,,,0.0,,,0.0,,,,0.0,,
1027,Residential,0 TO 20 KWH,,,0.0,20,Feb-13,01-26-13,02-25-13,1.7433999999999998,0.0,5.2414,0.9091,1.1945,0.5950,0.4003,0.5900,0.1163,0.0025,,,,,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,3.8469999999999995,,,0.0,19.57,5.00,24.57,100.00%,,,100.0,,
1028,Residential,21 TO 50 KWH,,,21.0,50,Feb-13,01-26-13,02-25-13,1.7433999999999998,0.0,5.2414,0.9091,1.1945,0.5950,0.4003,0.5900,0.1163,0.0025,,,,,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,3.8469999999999995,,,0.0,19.57,5.00,24.57,50.00%,,,50.0,,
1029,Residential,51 TO 70 KWH,,,51.0,70,Feb-13,01-26-13,02-25-13,1.7433999999999998,0.0,5.2414,0.9091,1.1945,0.5950,0.4003,0.5900,0.1163,0.0025,,,,,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,3.8469999999999995,,,0.0,19.57,5.00,24.57,35.00%,,,35.0,,
1030,Residential,71 TO 100 KWH,,,71.0,100,Feb-13,01-26-13,02-25-13,1.7433999999999998,0.0,5.2414,0.9091,1.1945,0.5950,0.4003,0.5900,0.1163,0.0025,,,,,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,3.8469999999999995,,,0.0,19.57,5.00,24.57,20.00%,,,20.0,,
1031,Residential,101 TO 200 KWH,,,101.0,200,Feb-13,01-26-13,02-25-13,1.8931999999999998,0.0,5.2414,0.9091,1.1945,0.5950,0.4003,0.5900,0.1163,0.0025,,,0.1497,0.0001,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,3.9968,,,0.0,19.57,5.00,24.57,,,,0.0,,
1032,Residential,201 TO 300 KWH,,,201.0,300,Feb-13,01-26-13,02-25-13,1.8931999999999998,0.0,5.2414,0.9091,1.5518,0.5950,0.4003,0.5900,0.1163,0.0025,,,0.1497,0.0001,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,4.3541,,,0.0,19.57,5.00,24.57,,,,0.0,,
1033,Residential,301 TO 400 KWH,,,301.0,400,Feb-13,01-26-13,02-25-13,1.8931999999999998,0.0,5.2414,0.9091,1.8890,0.5950,0.4003,0.5900,0.1163,0.0025,,,0.1497,0.0001,(0.0024),,,,,,0.0314,,,,,0.0103,,,,,4.6913,,,0.0,19.57,5.00,24.57,,,,0.0,,
